"name","namespaceName","version","versionFormat","metrics.total.critical","metrics.total.high","metrics.total.medium","metrics.total.unknown","metrics.unresolved.critical","metrics.unresolved.high","metrics.unresolved.medium","metrics.unresolved.unknown","metrics.fixAvailable.critical","metrics.fixAvailable.high","metrics.fixAvailable.medium","metrics.fixAvailable.unknown","timestamp"
"pcre3","debian:10","2:8.39-12","dpkg","","4","2","","","4","2","","","","","","2023-06-18T00:00:39"
"systemd","debian:10","241-7~deb10u4","dpkg","","2","2","4","","2","2","4","","","1","1","2023-06-18T00:00:39"
"libgcrypt20","debian:10","1.8.4-5","dpkg","","2","2","","","2","2","","","","1","","2023-06-18T00:00:39"
"p11-kit","debian:10","0.23.15-2","dpkg","","2","1","","","2","1","","","2","1","","2023-06-18T00:00:39"
"ncurses","debian:10","6.1+20181013-2+deb10u2","dpkg","","2","","1","","2","","1","","1","","","2023-06-18T00:00:39"
"gcc-8","debian:10","8.3.0-6","dpkg","","2","","","","2","","","","","","","2023-06-18T00:00:39"
"nettle","debian:10","3.4.1-1","dpkg","","2","","","","2","","","","2","","","2023-06-18T00:00:39"
"shadow","debian:10","1:4.5-1.1","dpkg","","1","3","1","","1","3","1","","","","","2023-06-18T00:00:39"
"gnupg2","debian:10","2.2.12-1+deb10u1","dpkg","","1","1","","","1","1","","","","1","","2023-06-18T00:00:39"
"bash","debian:10","5.0-4","dpkg","","1","","1","","1","","1","","","","","2023-06-18T00:00:39"
"zlib","debian:10","1:1.2.11.dfsg-1","dpkg","","1","","1","","1","","1","","1","","1","2023-06-18T00:00:39"
"e2fsprogs","debian:10","1.44.5-1+deb10u3","dpkg","","1","","","","1","","","","","","","2023-06-18T00:00:39"
"gmp","debian:10","2:6.1.2+dfsg-4","dpkg","","1","","","","1","","","","1","","","2023-06-18T00:00:39"
"libidn2","debian:10","2.0.5-1+deb10u1","dpkg","","1","","","","1","","","","","","","2023-06-18T00:00:39"
"coreutils","debian:10","8.30-3","dpkg","","","2","","","","2","","","","","","2023-06-18T00:00:39"
"libzstd","debian:10","1.3.8+dfsg-3","dpkg","","","2","","","","2","","","","2","","2023-06-18T00:00:39"
"util-linux","debian:10","2.33.1-0.1","dpkg","","","2","","","","2","","","","","","2023-06-18T00:00:39"
"openssl","debian:10","1.1.1d-0+deb10u3","dpkg","3","3","8","8","3","3","8","8","3","3","6","4","2023-06-18T00:00:39"
"glibc","debian:10","2.28-10","dpkg","5","7","7","1","5","7","7","1","4","3","4","1","2023-06-18T00:00:39"
"gnutls28","debian:10","3.6.7-4+deb10u4","dpkg","2","1","1","3","2","1","1","3","2","1","","3","2023-06-18T00:00:39"
"tar","debian:10","1.30+dfsg-6","dpkg","1","1","1","","1","1","1","","","","","","2023-06-18T00:00:39"
"lz4","debian:10","1.8.3-1","dpkg","1","1","","","1","1","","","1","","","","2023-06-18T00:00:39"
"db5.3","debian:10","5.3.28+dfsg1-0.5","dpkg","1","","","","1","","","","","","","","2023-06-18T00:00:39"
"dpkg","debian:10","1.19.7","dpkg","1","","","","1","","","","1","","","","2023-06-18T00:00:39"
"libseccomp","debian:10","2.3.3-4","dpkg","1","","","","1","","","","","","","","2023-06-18T00:00:39"
"perl","debian:10","5.28.1-6","dpkg","","5","","1","","5","","1","","3","","","2023-06-18T00:00:39"
"pcre3","debian:10","2:8.39-12","dpkg","","4","2","","","4","2","","","","","","2023-06-18T00:00:39"
"systemd","debian:10","241-7~deb10u4","dpkg","","2","2","4","","2","2","4","","","1","1","2023-06-18T00:00:39"
"libgcrypt20","debian:10","1.8.4-5","dpkg","","2","2","","","2","2","","","","1","","2023-06-18T00:00:39"
"p11-kit","debian:10","0.23.15-2","dpkg","","2","1","","","2","1","","","2","1","","2023-06-18T00:00:39"
"ncurses","debian:10","6.1+20181013-2+deb10u2","dpkg","","2","","1","","2","","1","","1","","","2023-06-18T00:00:39"
"gcc-8","debian:10","8.3.0-6","dpkg","","2","","","","2","","","","","","","2023-06-18T00:00:39"
"nettle","debian:10","3.4.1-1","dpkg","","2","","","","2","","","","2","","","2023-06-18T00:00:39"
"shadow","debian:10","1:4.5-1.1","dpkg","","1","3","1","","1","3","1","","","","","2023-06-18T00:00:39"
"gnupg2","debian:10","2.2.12-1+deb10u1","dpkg","","1","1","","","1","1","","","","1","","2023-06-18T00:00:39"
"bash","debian:10","5.0-4","dpkg","","1","","1","","1","","1","","","","","2023-06-18T00:00:39"
"zlib","debian:10","1:1.2.11.dfsg-1","dpkg","","1","","1","","1","","1","","1","","1","2023-06-18T00:00:39"
"e2fsprogs","debian:10","1.44.5-1+deb10u3","dpkg","","1","","","","1","","","","","","","2023-06-18T00:00:39"
"gmp","debian:10","2:6.1.2+dfsg-4","dpkg","","1","","","","1","","","","1","","","2023-06-18T00:00:39"
"libidn2","debian:10","2.0.5-1+deb10u1","dpkg","","1","","","","1","","","","","","","2023-06-18T00:00:39"
"coreutils","debian:10","8.30-3","dpkg","","","2","","","","2","","","","","","2023-06-18T00:00:39"
"libzstd","debian:10","1.3.8+dfsg-3","dpkg","","","2","","","","2","","","","2","","2023-06-18T00:00:39"
"util-linux","debian:10","2.33.1-0.1","dpkg","","","2","","","","2","","","","","","2023-06-18T00:00:39"
"openssl","debian:10","1.1.1d-0+deb10u3","dpkg","3","3","8","8","3","3","8","8","3","3","6","4","2023-06-18T00:00:39"
"glibc","debian:10","2.28-10","dpkg","5","7","7","1","5","7","7","1","4","3","4","1","2023-06-18T00:00:39"
"gnutls28","debian:10","3.6.7-4+deb10u4","dpkg","2","1","1","3","2","1","1","3","2","1","","3","2023-06-18T00:00:39"
"tar","debian:10","1.30+dfsg-6","dpkg","1","1","1","","1","1","1","","","","","","2023-06-18T00:00:39"
"lz4","debian:10","1.8.3-1","dpkg","1","1","","","1","1","","","1","","","","2023-06-18T00:00:39"
"db5.3","debian:10","5.3.28+dfsg1-0.5","dpkg","1","","","","1","","","","","","","","2023-06-18T00:00:39"
"dpkg","debian:10","1.19.7","dpkg","1","","","","1","","","","1","","","","2023-06-18T00:00:39"
